Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
Insumos para repensar la docencia universitaria en Facultad de Psicología UdelaR,24/06/2016,Pre-proyecto de investigación,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,12
"Parálisis del sueño: desenmascarando el fantasma, exploración holística y psicológica.",24/06/2016,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
El sistema de apego en niños con trastorno del espectro autista,24/06/2016,Monografía,8733,Cesar Alfredo Parra Olivera,Instituto de Psicología Clínica,8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,12
"Liberados: una investigación acción participativa con hombres excarcelados de la Unidad No. 7 ""Canelones"" en torno al proceso de inserción social en Uruguay",24/06/2016,Pre-proyecto de investigación,8873,Laura Lopez Gallego,Instituto de Psicología Social,8988,Sandra Monica Lopez,Instituto de Psicologìa Social,9
"""Familia y Privación de Libertad: La dinámica familiar de padres privados de libertad, desde la perspectiva del vínculo con los hijos/as"".",24/06/2016,Pre-proyecto de investigación,8856,Jorge Cohen Bonomo,Instituto de Fundamentos y Métodos en Psicología,8876,Leonardo Peluso Crespi,"Instituto de Psicología, Educación y Desarrollo Humano",11
"Análisis de la participación de las Organizaciónes de la Sociedad Civil en Políticas Públicas Sociales que abordan la Violencia Doméstica, en la década Progresista",24/06/2016,Artículo científico,8737,Alicia Raquel Rodriguez Ferreyra,Instituto de Psicologìa Social,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,11
El proceder de la justicia ante casos de abuso sexual infantil intrafamiliar,27/06/2016,Monografía,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9
Dinámicas facilitadoras en familias que presentan casos de abuso sexual infantil,27/06/2016,Monografía,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9
Estudio exploratorio del equipo de salud que aborda violencia doméstica en el Centro Auxiliar de Nueva Palmira,27/06/2016,Pre-proyecto de investigación,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,8
El papel de la resiliencia en el proceso de salida de la violencia doméstica,27/06/2016,Monografía,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,12
La incidencia del encierro en el desarrollo evolutivo de niños y niñas que conviven con su madre en privación de libertad,27/06/2016,Pre-proyecto de investigación,8906,Maria Ana Folle Chavannes,Instituto de Psicologìa Social,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,10
Construcción Social de la Maternidad: Lo no dicho acerca de convertirse en madre,27/06/2016,Monografía,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,10
Conceptualizaciones de la fantasía: su despliegue en el trabajo psicoanalítico con el niño.,27/06/2016,Monografía,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,12
Atención exógena y empatía: una aproximación experimental,27/06/2016,Pre-proyecto de investigación,8726,Maria Alejandra Carboni Roman,Instituto de Fundamentos y Métodos en Psicología,9229,Roberto Aguirre Fernández De Lara,Instituto de Fundamentos y Métodos en Psicología,11
Pareja Conyugal Heterosexual en Montevideo: significados y nuevas formas de vínculos amorosos,27/06/2016,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,11
Identidad de Género y Estigma: el Bienestar Psicosocial de las Personas Trans,27/06/2016,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,11
Deterioro cognitivo en la vejez ¿Fenómeno normal?,28/06/2016,Monografía,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,8825,Gabriela Prieto Loureiro,Instituto de Psicología Clínica,9
Percepción de los profesionales de la salud sobre Violencia Obstétrica,28/06/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,9
Promoción de equidad de género en la infancia.,28/06/2016,Monografía,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,10
Participación en adolescentes institucionalizados,28/06/2016,Monografía,8730,Alejandro Fabio Raggio Melognio,Instituto de Psicologìa Social,8801,Victor Alberto Giorgi Gomez,Instituto de Psicología Clínica,8
"El perfil de las dificultades de aprendizaje de origen emocional en niños/as, a través del test de Rorschach: un estudio exploratorio",28/06/2016,Pre-proyecto de investigación,9000,Maria Susana Martinez Ferreira,Instituto de Psicología Clínica,9006,Elika Capnikas Nemirovsky,Instituto de Psicología de la Salud,10
Medicalización de la infancia a través de un diagnostico alienante,28/06/2016,Monografía,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,12
La Herida abierta. El proceso de duelo en familiares de detenidos-desaparecidos por el terrorismo de Estado en Uruguay,28/06/2016,Monografía,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,12
Verano adolescente. Pensando una Praxis,29/06/2016,Otro,8912,Maria Julia Perea Negreira,Instituto de Psicologìa Social,8892,Luis Emilio Gimenez Guralnik,Instituto de Psicología de la Salud,6
Burnout y Factores de Riesgo Psicosocial en Call Centers,30/06/2016,Pre-proyecto de investigación,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,5
Efectos de la privación de libertad: consideraciones a partir de testimonios de detenidos obtenidos en la Unidad Nº 6. Punta de Rieles,30/06/2016,Monografía,8906,Maria Ana Folle Chavannes,Instituto de Psicologìa Social,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,10
"Salud Mental, Derechos Humanos y Derechos Sexuales y Reproductivos en Uruguay",30/06/2016,Monografía,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,10
Adopción Homoparental en Uruguay,30/06/2016,Monografía,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,8773,Ana Cecilia Marotta Mendez,Instituto de Psicologìa Social,9
La democratización en la educación Superior: Las tutorías entre pares como una alternativa al problema de la desvinculación estudiantil.,30/08/2016,Monografía,8985,Sandra Lourdes Carbajal Toma,"Instituto de Psicología, Educación y Desarrollo Humano",8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,10
Análisis de los espacios aúlicos en los procesos de subjetivación en niños de primer año de escuela pública,15/09/2016,Pre-proyecto de investigación,8778,Claudia Lema Gleizer,"Instituto de Psicología, Educación y Desarrollo Humano",8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8
El vínculo entre operadores sociales y adolescentes del Programa Jóvenes en Red. Un estudio de caso,15/09/2016,Pre-proyecto de investigación,8737,Alicia Raquel Rodriguez Ferreyra,Instituto de Psicologìa Social,8890,Lucia Pierri Aguerre,Instituto de Psicologìa Social,10
Estudio del fenómeno de las horas libres en secundaria como espacios no estructurados. Posible escenario de experiencias y desarrollo de la personalidad psicosocial,15/09/2016,Pre-proyecto de investigación,8778,Claudia Lema Gleizer,"Instituto de Psicología, Educación y Desarrollo Humano",8785,Graciela Beatriz Plachot Gonzalez,Instituto de Psicología de la Salud,7
Intervención psicológica en prevención del estrés laboral en maestros y maestras de escuelas del Programa A.Pr.En.D.E.R de Montevideo,15/09/2016,Pre-proyecto de investigación,8839,Gustavo Daniel Conde Rosito,Instituto de Psicología de la Salud,8835,Daniela Carolina Diaz Santos,"Instituto de Psicología, Educación y Desarrollo Humano",9
Abrazar la vida cuando se espera la vida. Pérdida gestacional recurrente,15/09/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,12
Procesos de subjetivación y producción de autonomía en el colectivo Radio Vilardevoz,15/09/2016,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8951,Natalia Laino Topham,Instituto de Psicologìa Social,9
¿Dónde y Cómo aprenden hoy los niños con discapacidad? El lento proceso de transformación del sistema educativo.,15/09/2016,Monografía,9013,Yliana Zeballos Fernandez,"Instituto de Psicología, Educación y Desarrollo Humano",8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,12
Conocimiento cotidiano y escolar en los niños de Cabo Polonio,15/09/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,9013,Yliana Zeballos Fernandez,"Instituto de Psicología, Educación y Desarrollo Humano",9
Cambio organizacional y Gestión: Contribuciones de los diferentes estilos de liderazgo,15/09/2016,Monografía,9002,Tommy Constantino Wittke Tallar,Instituto de Psicologìa Social,8894,Luis Victor Leopold Costabile,Instituto de Psicología Social,7
Migración y adaptación en jóvenes universitarios provenientes del medio rural.,15/09/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,11
Estrategias de afrontamiento en estudiantes de psicología en situación de vulnerabilidad económica al ingreso. Estudio comparativo entre Montevideo e interior,15/09/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,8
Barreras y facilitadores para la adopción de las recomendaciones de las guías alimentarias: Contribuciones para el diseño de políticas públicas,15/09/2016,Artículo científico,9238,Gastón Ares,Centro de Investigación Básica en Psicología,8752,Alejandra Lopez Gomez,Instituto de Fundamentos y Métodos en Psicología,11
Impacto de la hipermodernidad en las adolescencias,15/09/2016,Monografía,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,8728,Andres Cesar Granese Bortolini,Instituto de Psicología de la Salud,11
Evaluación de resultados en Psicoterapia en el Plan de prestaciones de Salud Mental del SNIS en centros públicos y privados,15/09/2016,Pre-proyecto de investigación,8793,Denisse Dogmanas Perelman,Instituto de Psicología Clínica,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,11
Las actividades espaciales en el hogar predicen habilidades matemáticas de informales de numeración y cálculo,16/09/2016,Artículo científico,8729,Alejandro Mauricio Maiche Marini,Instituto de Fundamentos y Métodos en Psicología,9262,Juan Carlos Valle Lisboa Asurabarrena,Instituto de Fundamentos y Métodos en Psicología,12
La intersubjetividad en la encrucijada actual del reconocimiento y la pertenencia,16/09/2016,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,12
Cesárea programada: mujeres que eligen vivir esta experiencia sin existencia de razones médicas que lo justifique,16/09/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8773,Ana Cecilia Marotta Mendez,Instituto de Psicologìa Social,10
Entre lo propio y lo ajeno: Apuntes sobre un concepto de creatividad,16/09/2016,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
Producción de subjetividad en instituciones educativas,16/09/2016,Monografía,8814,Fernando Texeira,Instituto de Psicología Social,8793,Jorge Maceiras Besnati,Instituto de Psicología Clínica,9
Crisis e Intervención,16/09/2016,Monografía,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,8858,Denisse Dogmanas Perelman,Instituto de Psicologìa Social,11
Paradigmas de Investigación en Psicoterapia,16/09/2016,Artículo científico,8793,Denisse Dogmanas Perelman,Instituto de Psicología Clínica,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,10
La vivencia del sí mismo en niños diagnosticados con TDAH,16/09/2016,Pre-proyecto de investigación,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8847,Isabel Cecilia Rodriguez Fabra,Instituto de Psicología Clínica,10
El fenómeno de la patologización infantil en Salud Mental,16/09/2016,Monografía,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8989,Sandra Mariela Sena Belvedere,Instituto de Psicología Clínica,8
La trasmisión de lo violento en el vínculo de pareja. Una aproximación desde el Psicoanálisis de las configuraciones vinculares,16/09/2016,Monografía,8736,Alicia Cristina Muniz Martoy,Instituto de Psicología Clínica,8989,Sandra Mariela Sena Belvedere,Instituto de Psicología Clínica,12
Primeras aproximaciones para pensar las tensiones entre lo individual y lo colectivo en los movimientos sociales,16/09/2016,Monografía,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicologìa de la Salud,10
"Lo que la mente cree, la mente lo crea: De Anorexia Nerviosa y Terapia Cognitivo-Conductual",19/09/2016,Monografía,8840,Hugo Selma Sanchez,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,9
Terciarización de cuidados en primera infancia: El desarrollo del apego entre bebé y cuidadora a través del juego.,19/09/2016,Pre-proyecto de investigación,8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",8966,Paola Elizabeth Silva Cabrera,"Instituto de Psicología, Educación y Desarrollo Humano",11
Ciudad informal Procesos de habitar: Asentamientos irregulares y ocupación de inmuebles abandonados en Montevideo,19/09/2016,Pre-proyecto de investigación,8737,Alicia Raquel Rodriguez Ferreyra,Instituto de Psicologìa Social,8944,Maria Veronica Blanco Latierro,Instituto de Psicologìa Social,12
Familia .Aprendizaje escolar en un Centro Educativo Escuela Pública,19/09/2016,Pre-proyecto de investigación,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,10
El mobbing y el acoso moral-laboral en Uruguay,19/09/2016,Monografía,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,6
"Niveles de efectividad de la terapia cognitiva, la práctica del mindfulness y una terapia en conjunto de ambos tratamientos en pacientes diagnosticados con ansiedad",20/09/2016,Pre-proyecto de investigación,8840,Hugo Selma Sanchez,Instituto de Psicología Clínica,9007,Victoria Beatriz Gradin Iadf,Instituto de Fundamentos y Métodos en Psicología,10
El «duelo» vivido por los padres en el tránsito de la diversidad de género de sus hijos/as,20/09/2016,Monografía,8845,Irene Graciela Barros Vieitez,Instituto de Psicología Clínica,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,10
Transmisión transubjetiva en hijos de detenidos-desaparecidos en la Dictadura Cívico-Militar uruguaya (1973-1985). Del trauma a las efectuaciones en las subjetividades actuales.,20/09/2016,Pre-proyecto de investigación,8805,Enrico Irrazabal Juanicotenea,Instituto de Psicologìa Social,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,12
Estrategias de abordajes de los equipos técnicos en prácticas asociadas al consumo de droga en organizaciones terapéuticas,20/09/2016,Pre-proyecto de investigación,8819,Gabriel Eira Charquero,Instituto de Psicología Social,8850,Javier Enrique Romano Silva,Instituto de Psicologìa Social,7
La locura como fenómeno de estigmatización y exclusión social,20/09/2016,Monografía,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,8805,Enrico Irrazabal Juanicotenea,Instituto de Psicologìa Social,9
la entrevista radial como herramienta política de incidencia en el imaginario social de la locura,20/09/2016,Artículo científico,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8835,Graciela Beatriz Plachot Gonzalez,"Instituto de Psicología, Educación y Desarrollo Humano",NA
Borderizaciones y Acting-out,20/09/2016,Monografía,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,8825,Gabriela Prieto Loureiro,Instituto de Psicología Clínica,8
Vivencia de padres en el proceso de nacimiento,20/09/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,11
La importancia del juego y el vínculo materno en la constitución psíquica del infante,20/09/2016,Monografía,8872,Laura Lourdes De Souza Alonso,Instituto de Psicología Clínica,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,11
Atención a la Diversidad y prácticas educativas: el encuentro entre el saber y el hacer.,20/09/2016,Otro,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",11
Inclusión de los niños con TEA en Escuelas Regulares de Montevideo: la vivencia de los maestros.,20/09/2016,Pre-proyecto de investigación,8733,Cesar Alfredo Parra Olivera,Instituto de Psicología Clínica,8814,Lourdes Susana Salvo Sosa,Instituto de Psicología Social,12
Repercusiones del Trabajo Hipermoderno en el Vínculo de Pareja en la Adultez Media,20/09/2016,Monografía,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,8951,Ana Maria Araujo Felice,Instituto de Psicologìa Social,12
Locura y trabajo. Modelos alternativos de inclusión laboral,20/09/2016,Monografía,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8888,Fernando Texeira,Instituto de Psicología Clínica,10
¿Niños problemáticos? Construcción y actualización de la noción de problema de conducta en la institución escolar,20/09/2016,Pre-proyecto de investigación,8858,Jorge Maceiras Besnati,Instituto de Psicología Social,8744,Natalia Laino Topham,Instituto de Fundamentos y Métodos en Psicología,9
Bullying y nivel socioeconómico,20/09/2016,Pre-proyecto de investigación,8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",10
Posibles herramientas terapéuticas para el trabajo con adolescentes en situación de Acogimiento Familiar y Residencial en INAU,20/09/2016,Monografía,8994,Silvana Beatriz Contino Nigro,Instituto de Psicología Clínica,8989,Sandra Mariela Sena Belvedere,Instituto de Psicología Clínica,10
Consecuencias de la hipermodernidad en la cotideaneidad del individuo,20/09/2016,Monografía,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,10
La construcción de los cuerpos: desde el estudio del tatuaje,20/09/2016,Monografía,8858,Jorge Maceiras Besnati,Instituto de Psicología Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,11
Inclusión educativa de personas con discapacidad a la educación superior pública en el Uruguay.,20/09/2016,Monografía,8797,Miriam Dinorah Larrosa Sopeña,Instituto de Fundamentos y Métodos en Psicología,8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,10
Trabajadores invisibles :repercusiones psico sociales-simbólicas de un call center montevideano en la Hipermodernidad.,20/09/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8776,Clara Elizabeth Weisz Kohn,Instituto de Fundamentos y Métodos en Psicología,12
Sexualidad y adolescencia en situación de discapacidad motriz,20/09/2016,Pre-proyecto de investigación,8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,8797,Miriam Dinorah Larrosa Sopeña,Instituto de Fundamentos y Métodos en Psicología,12
Secretos familiares y su transmisión a través de las generaciones,20/09/2016,Monografía,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,11
Ser tener y tomar parte en el acogimiento. Participación de la familia de origen en el acogimiento familiar de sus hijos,20/09/2016,Pre-proyecto de investigación,8890,Lucia Pierri Aguerre,Instituto de Psicologìa Social,9006,Victor Alberto Giorgi Gomez,Instituto de Psicología de la Salud,11
El carácter traumático del terrorismo de Estado: la transmisión generacional del daño psíquico,20/09/2016,Monografía,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,11
Transformaciones de los vínculos afectivos en la hipermodernidad: Artigas,20/09/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9
Construcción de libertad en el encierro: resistencias de las mujeres presas en el terrorismo de Estado (1973-1985),20/09/2016,Monografía,8999,Sonia Maria Mosquera Villamil,Instituto de Psicologìa Social,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,12
Consideraciones para pensar al adulto mayor con Deterioro Cognitivo Leve,21/09/2016,Monografía,8888,Lourdes Susana Salvo Sosa,Instituto de Psicología Clínica,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,12
El Psicoanálisis de niños. Narrativas de una gesta controversial.,21/09/2016,Monografía,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,11
Las representaciones sociales de niñas con sus educadores como consecuencia de un vinculo institucionalizado,21/09/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8941,Maria Josefa Pimienta Fernandez,Instituto de Psicología de la Salud,12
Diagnóstico precoz del Trastorno de Espectro Autista: instrumentos utilizados en Uruguay,21/09/2016,Pre-proyecto de investigación,8797,Miriam Dinorah Larrosa Sopeña,Instituto de Fundamentos y Métodos en Psicología,8982,Rossina Laura Machiñena Spera,Instituto de Fundamentos y Métodos en Psicología,12
La constitución psíquica en niños con parálisis cerebral,21/09/2016,Monografía,9240,Veronica Perez Horvath,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,9
Factores que inciden en el fenómeno del filicidio materno,21/09/2016,Monografía,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,11
Alcance de un programa de Educación emocional en niños y niñas durante el período de ingreso a la educación inicial,21/09/2016,Pre-proyecto de investigación,8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",8822,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",9
Educación Emocional: Un nuevo paradigma en Educación Inicial,21/09/2016,Monografía,8789,Raul Dario De Leon Siri,"Instituto de Psicología, Educación y Desarrollo Humano",8966,Arenas Paola Elizabeth Silva Cabrera,"Instituto de Psicología, Educación y Desarrollo Humano",8
La incidencia de una estrategia de juego libre entre familiares y niños en el período de ingreso: Estudio de caso en un centro de Educación Inicial,21/09/2016,Pre-proyecto de investigación,8822,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",8789,Gabriela Etchebehere Arenas,"Instituto de Psicología, Educación y Desarrollo Humano",11
¿De qué hablamos cuando hablamos de adicciones?,21/09/2016,Artículo científico,8863,Juan Enrique Fernandez Romar,Instituto de Psicología Social,9458,Clara Alicia Netto Soares Netto,Instituto de Psicología de la Salud,11
"Varones, violencia doméstica y cambio: experiencias de participantes en un dispositivo de atención a varones que ejercen violencia doméstica en Uruguay.",21/09/2016,Pre-proyecto de investigación,8728,Alejandra Lopez Gomez,Instituto de Psicologìa de la Salud,8777,Raquel Galeotti,Instituto de Psicologìa Social,8
Reflexiones sobre prácticas educativas medicalizadas.,21/09/2016,Monografía,8764,Nivia Carmen Dangiolillo Espinel,Instituto de Psicologìa Social,8850,Javier Enrique Romano Silva,Instituto de Psicologìa Social,9
Educación sexual:  discursos y prácticas en docentes de educación inicial,21/09/2016,Pre-proyecto de investigación,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,9
Parto domiciliario planificado: la experiencia de las mujeres que requirieron traslado a instituciones sanitarias,22/09/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,12
Demencia y estigma,22/09/2016,Monografía,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,11
Los estilos de apego y su relación con el reconocimiento facial emocional en niños con trastorno por déficit de atención con hiperactividad,22/09/2016,Pre-proyecto de investigación,8867,Karen Adriana Moreira Tricot,Instituto de Fundamentos y Métodos en Psicología,8726,Maria Alejandra Carboni Roman,Instituto de Fundamentos y Métodos en Psicología,8
Los aportes de la Psicología Comunitaria a las políticas públicas dirigidas a familias en procesos de exclusión social,22/09/2016,Monografía,8740,Ana Carina Rodriguez Dos Santos,Instituto de Psicología Social,8890,Lucia Pierri Aguerre,Instituto de Psicologìa Social,9
Cesárea electiva sin motivos médicos,22/09/2016,Pre-proyecto de investigación,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,10
Niñez y adolescencia. Entre la vulneración y los procesos de subjetivación,22/09/2016,Monografía,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,12
Consideraciones sobre la transmisión generacional de contenidos no traumáticos,22/09/2016,Monografía,8978,Rosa Catalina Zytner Tessler,Instituto de Psicología Clínica,8779,Claudia Martinez Olhagaray,Instituto de Psicología Clínica,12
Abordaje bioenergético de la anorgasmia femenina,22/09/2016,Monografía,8893,Luis Alberto Goncalvez Boggio,Instituto de Psicología Clínica,8805,Juan Enrique Fernandez Romar,Instituto de Psicologìa Social,11
Viento en casa. Un ensayo acerca de la expresión vocal y corporal desde una experiencia singular,22/09/2016,Otro,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,8863,Enrico Irrazabal Juanicotenea,Instituto de Psicologìa Social,10
Workaholism y conflicto trabajo-familia: causas y repercusiones sobre el trabajador y su entorno familiar,22/09/2016,Pre-proyecto de investigación,8887,Lorena Funcasta Duce,Instituto de Psicologìa Social,8996,Silvia Virginia Franco Velazquez,Instituto de Psicologìa Social,9
Investigando la violencia de género mediante los estereotipos presentes en los textos de canciones contemporáneas,22/09/2016,Pre-proyecto de investigación,8819,Gabriel Eira Charquero,Instituto de Psicología Social,8951,Natalia Laino Topham,Instituto de Psicologìa Social,12
FACTORES IMPLICADOS EN LA VIOLENCIA CONTRA LAS PERSONAS LGBTI,22/09/2016,Artículo científico,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8821,Pablo Adrián López Gómez,Instituto de Psicología Clínica,11
Transferencias múltiples en la clínica con niños,22/09/2016,Monografía,8903,Margarita Maria Fraga Mereles,Instituto de Psicología Clínica,8964,Gabriela Lilian Bruno Camares,Instituto de Psicología de la Salud,10
Guía didáctica para referentes que conviven con personas en situación de riesgos psicológicos.,22/09/2016,Otro,8769,Laura Cecilia Baroni Piedra Buena,"Instituto de Psicología, Educación y Desarrollo Humano",8913,Maria De Las Mercedes Couso Lingeri,Instituto de Psicología Clínica,12
